Category,User-Agent,Screen Resolution,OS,Language,CPU/GPU Specs,Browser Fingerprinting,Plugins,Canvas Fingerprint,Timezone,IP Address (Masked),Connection Speed,Proxy/VPN Detection,Mouse Movement Patterns,Click Timings,Scroll Depth,Touch Pressure,Page Load Time,Dwell Time,Inactivity Patterns,Keystroke Dynamics,Small Pointer Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1440x900,Android,,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-5,10.0.x.x,75 Mbps,Not Detected,Hovering,"[1.4, 2.5, 2.1] !@#",Partial Scroll,Slightly Hard Press,"[5.0, 1.6, 3.2]","[20.7, 35.3, 34.7]",Pause After Action,Natural Pauses,Hesitant ###
Bot,curl/7.64.1,9999x9999,Unknown,es-ES,Unknown,Repeated,Basic Plugins,Same Hash,No Timezone Info,Spoofed IP,Burst Mode,Detected,Predictable Paths,"[0.6, 0.6, 0.5]",Full Scroll Immediately,Same Pressure,"[0.4, 0.4, 0.4]","[0.8, 0.2, 0.5]",Timed Triggers,Constant Typing Speed,Precise Placement
Bot,Scrapy/2.4.1 (+https://scrapy.org),,Headless Chrome,en-US,,Repeated,Basic Plugins,Same Hash,UTC+0,IPv6 Tunnel,Unrealistic Speed,Detected,Linear Movements,"[0.5, 0.4, 0.5]",Jump to Bottom,,"[0.2, 0.4, 0.4]","[0.5, 0.5, 0.9]",Continuous Activity,No Errors,No Jitter
Bot,Python-urllib/3.9 ???,9999x9999,Unknown Unix,en-US,Virtual CPU,Repeated,,Same Hash,UTC+0,IPv6 Tunnel,Burst Mode,Detected,Too Precise,"[0.5, 0.4, 0.4]",Jump to Bottom,,"[0.4, 0.5, 0.3]","[0.4, 0.7, 0.4]",Continuous Activity,Constant Typing Speed,No Jitter
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),800x600,Unknown,es-ES,Unknown,Repeated,No Plugins Detected,Same Hash,No Timezone Info,IPv6 Tunnel,Burst Mode,Detected,No Movement,"[0.5, 0.5, 0.6]",Jump to Bottom,No Touch Data,,"[0.5, 0.4, 0.6]",No Breaks,No Errors,Precise Placement
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1920x1080,Windows 10,,"Intel Core i9, NVIDIA RTX 3070",nUique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,192.168.x.x,20 Mbps,,Occasional Pauses,"[2.6, 1.6, 0.7]",Slow Scroll,Slightly Hard Press,"[2.4, 2.4, 2.8]","[421., 16.1, 19.7]",Pause After Action,Natural Pauses,Hestiant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1170x2532,Linux,de-DE,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-7,10.0.x.x,75 Mbps,,Hovering RANDOM_TEXT,"[2.4, 2.1, 1.7]",,Light Tap,"[1.7, 4.5, 3.5]","[20.3, 16.3, 13.9]",Periodic Inactivity,Natural Pauses,Small Adjustments
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,828x1792,Linux,es-ES,"Apple M1, Integrated GPU",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC-7,172.16.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements","[2.0, 1.7, 1.9]",Multiple Scrolls,Light Tap,"[1.3, 4.3, 3.9]","[50.9, 44.5, 58.7]",Bursts of Activity,Varied Typing Speed,Hseitant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x800,iOS,fr-FR,"Apple M1, Integrated GPU !@#",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+3,172.16.x.x,75 Mbps,Not Detected,,"[0.8, 0.6, 2.3] !@#",Partial Scroll,Slightly Hard Press,"[4.0, 3.5, 2.8]","[39.6, 13.4, 43.3]",Bursts of Activity,Occasional Errors,Hesitant
Bot,HeadlessChrome/88.0.4324.96,9999x9999,Linux,fr-FR,No GPU Info,Repeated,,Same Hash,Randomized,Spoofed IP,High Speed,Detected,Too Precise,"[0.4, 0.5, 0.5]",Jump to Bottom,Same Pressure,"[0.4, 0.4, .02]","[0.4, 0.9, 0.3]",Continuous Activity,No Errors,No Jitter
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,macOS,es-ES,"Intel Core i9, NVIDIA RTX 3070",Unique,"PDF iVewer, Shockwave Flash",Unique Hash,UTC+8,10.0.x.x,200 Mbps,Not Detected,Occasional Pauses,"[1.8, 2.3, 2.8]",Varies Depending on Content,Light Tap,"[1.8, 2.9, 3.2]","[30.0, 35.3, 32.7]",Periodic Inactivity,Varied Typing Speed,Jittery Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1600x900,macOS,en-GB,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,200 Mbps,Not Detected,"Smooth, Curved Movements","[0.6, 1.5, 1.8]",Partial Scroll,Varied Pressure Levels,"[3.9, 4.0, 1.4]","[46.7, 52.5, 27.1]",Pause After Action,Varied Typing Speed,Hesitant
Bot,HeadlessChrome/88.0.4324.96,640x480,Headless Chrome,en-US,,Repeated,No Plugins Detected,Same Hash,Randomized,IPv6 Tunnel,Burst Mode,Detected $$$,,"[0.5, 0.5, 0.4]",No Scroll,No Touch Data,"[0.2, 0.5, 0.4]","[0.6, 0.6, 0.3]",Continuous Activity,No Errors,Precise Placement
Bot,HeadlessChrome/88.0.4324.96,,Linux,es-ES,Emulated GPU,Repeated,Basic Plugins,Same Hash,UTC+0,Datacenter IP,Low Latency Bot,Detected,Linear Movements,"[0.6, 0.5, 0.6]",No cSroll,Eumlated Pressure,"[0.2, 0.3, 0.1]","[0.5, 0.4, 0.5]",No Breaks,Perfect Rhythm,Snaps to Target
Human,Moizlla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1280x720,Windows 11,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+1,10.0.x.x,20 Mbps,Not Detected,Occasional Pauses,"[1.2, 1.7, 1.1]",Varies Depending on Content,Light Tap,"[3.6, 4.1, 4.0]",,Bursts of Activity,Varied Typing Speed,Jittery Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1280x800,macOS,,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,,Unique Hash,UTC+1,,50 Mbps,Not Detected,Hovering,"[1.1, 2.3, 2.7]",Slow Scroll,Natural Touch,"[1.3, 4.9, 3.0]","[36.1, 24.4, 15.9]",Bursts of Activity,Natural Pauses,Small Adjustments
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x720,Windows 10,es-ES ???,"Intel Core i9, NVIDIA RTX 3070",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+1,10.0.x.x,20 Mbps,,Erratic,"[2.9, 2.9, 1.4]",Partial Scroll,Slightly Hard Press,"[1.7, 1.1, 3.6]","[51.6, 40.3, 42.1]",Bursts of Activity,Varied Typing Speed,Jittery Movements
Bot,Python-urllib/3.9,9999x9999,Custom OS,en-GB,Emulated GPU,Repeated,No Plugins Detected,Same Hash,UTC+0,Proxy/VPN IP,Low Latency Bot,Detected,Predictable Paths,"[0.5, 0.6, 0.5]",Full Scroll Immediately,Constant Pressure,"[0.1, 0.1, 0.2]","[0.7, 0.4, 0.8]",Timed Triggers,Perfect Rhythm,Snaps to Target
Human,,1440x900,,enU-S,"Apple M1, Integrated GPU",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,192.168.x.x,100 Mbps,Not Detected,"Smooth, Curved Movements","[0.6, 0.5, 0.9]",Partial Scroll,Natural Touch,"[1.6, 4.9, 2.9]","[15.3, 24.8, 50.8]",Pause After Action,Varied Typing Speed,Hover Flickers
Human,,1600x900,Linux,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",,UTC+3,172.61.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements",,Multiple Scrolls,Varied Pressure Levels,"[2.84, 1.83, 3.67]",,,,Hover Flickers
Human,,828x1792,iOS,,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Java Applet Plugin, PDF Viewer",,UTC-5,,50 Mbps,,Hovering,"[2.8, 1.8, 1.1]",Multiple Scrolls,Slightly Hard Press,"[3.7, 1.7, 2.8]","[21.6, 13.3, 44.5]",Bursts of Activity,Occasional Errors,Small Adjustmetns
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1920x1080,Windows 10,de-DE,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-7,10.0.x.x,200 Mbps,Not Detected,Erratic !@#,"[2.1, 1.5, 1.0]",Varies Depending on Content,Light Tap,"[2.3, .16, 4.9]","[48.1, 40.5, 55.6]",Pause After Action,Natural Pauses,Jtitery Movements
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1366x768,Windows 10,en-US,"Intel Core i5, Intel Iris Xe",Unique,,Unique Hash,UTC-7,10.0.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements",,Varies Depending on Content,Slightly Hard Press,"[4.81, 1.47, 5.01]",,Bursts of Activity,Natural Pauses,Jittery Movements
Bot,HeadlessChrome/88.0.4324.96,9999x9999,Headless Chrome,en-US,No GPU Info,Repeated,Emulated Flash,Same Hash,No Timezone Info,IPv6 Tunnel,Burst Mode,Detected,Linear Movements,"[0.4, 0.5, 0.5]",Full Scroll Immediately,,"[0.2, 0.3, 0.4]",,Continuous Activity,Constant Typing Speed,Precise Placement
Bot,Scrapy/2.4.1 (+https://scrapy.org),1024x768,Headless Chrome,fr-FR,Unknown,Repeated,,,UTC+0,Spoofed IP,Burst Mode,Detected,Too Precise RANDOM_TEXT,"[0.5, 0.5, 0.4]",Instant Scroll,Emulated Pressure,"[0.5, 0.5, 0.4]","[1.0, 0.5, 0.1]",TimedT riggers,No Errors,No Jitter
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1536x864,iOS RANDOM_TEXT,fr-FR,"Intel Core i5, Intel Iris Xe",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,,10.0.x.x,200 Mbps,Not Detected,Occasional Pauses,"[1.0, 0.7, 0.7]",Varies Depending on Content,Varied Pressure Levels,"[3.6, 3.4, 5.0]","[28.76, 54.56, 36.52]",Pause After Action,Occasional Errors,Jittery Movements
Bot,Scrapy/2.4.1 (+https://scrapy.org),300x300,Linux,fr-FR,Unknown,Repeated,No Plugins Detected ???,Same Hash,No Timezone Info,,Unrealistic Speed,Detected,Predictable Paths,"[0.5, 0.4, 0.6]",Jump to Bottom,Constant Pressure,"[0.3, 0.4, 0.2]","[0.1, 0.9, 0.2]",No Breaks,Constant Typing Speed,Snaps to Target
Bot,Java/1.8.0_281,800x600,Unknonw Unix,en-GB,Virtual CPU,Repeated,Emulated Flash,Same Hash,Randomized,IPv6 Tunnel,Unrealistic Speed,Detected,Linear Movements,"[0.5, 0.5, 0.4] $$$",Full Scroll Immediately,Constatn Pressure,"[0.3, 0.4, 0.4]","[0.6, 0.3, 0.7]",Continuous Activity,Constant Typing Speed,Precise Placement
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1404x900,Windows 10,en-US,"Apple M1, Integrated GPU",Unique,"Flash, PDF Viewer, Widevine CDM",,UTC-5,172.16.x.x,100 Mbps !@#,Not Detected,Hovering,"[1.6, 0.9, 0.7]",Slow Scroll,Varied Pressure Levels,"[4.2, 4.4, 1.8]","[15.9, 30.0, 28.5]",Periodic Inactivity,Natural Pauses,Hesitant ???
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,828x1792,macOS,es-ES,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+3,192.168.x.x,20 Mbps,Not Detected,,"[2.4, 1.8, 0.9]",Slow Scroll,Varied Pressure Levels,"[1.3, 4.8, 2.8]","[26.9, 15.2, 30.9]",Periodic Inactivity,Occasional Errors,Jittery Movements
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1170x2532,iOS,es-ES,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+8,192.168.x.x,50 Mbps,,"Smooth, Curved Movements","0[.9, 2.5, 1.5]",Multiple Scrolls,Varied Pressure Levels,"[2.76, 3.21, 1.1]","[38.2, 57.4, 28.5]",Pause After Action,Varied Typing Speed,Small Adjustments
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1280x720,Linux,de-DE,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-7,192.168.x.x,50 Mbps,Not Detected,Occasional Pauses,"[1.0, 1.1, 0.9]",Partial Scroll,Varied Pressure Levels,"[3.8, 2.0, 4.1]","[18.5, 56.0, 59.0]",,Natural Pauses,Small Adjustments
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),1280x800,Unknown,fr-FR !@#,Emulated GPU,Repeated,,Same Hash,No Timezone Info,Datacenter IP,Burst Mode,Detected,Linear Movements,"[0.6, 0.5, 0.4]",Instant Scroll,No Touch Data,"0[.3, 0.1, 0.1]","[0.4, 0.9, 0.4]",No Breaks,No Errors,Precise Placement
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),320x240,Linux,en-GB,Emulated GPU,Repeated,Basic Plugins,Same Hash,UTC+0,Proxy/VPN IP,Unrealistic Speed,Detected,Linear Movements,"[0.5, 0.5, 0.4]",Jump to Bottom,Constant Pressure,"[0.3, 0.4, 0.2]","[0.3, 0.3, 0.4] RANDOM_TEXT",Timed Triggers,Constant Typing Speed,
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x720,iOS,es-ES,"Intel Core i5, Intel Iris Xe",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,172.16.x.x,200 Mbps,Not Detected,Occasional Pauses,"[1.6, 1.8, 2.2]",Slow Scroll,,"[1.9, 3.9, 4.3]","[56.4, 37.7, 21.6]",Bursts of Activity,Natural Pauses,Hover Flickers
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1366x768,Windows 10,es-ES,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+8,172.16.x.x,20 Mbps,Not Detected,Erratic,"[0.6, 2.9, 1.7]",Slow Scroll,Natural Touch,,"[51.3, 10.5, 14.4]",Periodic Inactivity,Varied Typing Speed,Hesitant
Human,,1170x2532,iOS,es-ES,"Intel Core i5, Intel Iris Xe",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+3,172.16.x.x,20 Mbps,Not Detected,Erratic,"[0.6, 1.6, 0.8]",,Light Tap,"[1.7, 1.7, 3.5]",,Periodic Inactivity,Natural Pauses,
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1280x080,macOS,fr-FR,"Intel Core i5, Intel Iris Xe",Unique,"Java Applet Plugin, PDF Viewer",,UTC+1,172.16.x.x,50 Mbps ###,Not Detected,Occasional Pauses,"[0.6, 0.9, 0.8]",Varies eDpending on Content,Natural Touch,"[4.9, 2.4, 3.5]","[23.5, 19.8, 30.8]",Periodic Inactivity,Varied Typing Speed,Heistant
Human,Mozlila/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/96.0.4664.110,1366x768,Linux,de-DE,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC-5,192.168.x.x,20 Mbps,Not Detected,"Smooth, Curved Movements","[2.3, 2.3, 1.1]",Partial Scroll,Varied Pressure Levels,"[4.7, 3.4, 1.9]","[53.6, 27.3, 23.1]",Bursts of Activity,Occasional Errors,Hesitant
Bot,curl/7.64.1,300x300,Unknown,es-ES,Emulated GPU,Repeated,No Plugins Detected,Same Hash,Spoofed,Datacenter IP,High Speed,Detecetd,Predictable Paths,"[0.4, 0.6, 0.6]",No Scroll,Constant Pressure,"[0.2, 0.4, 0.2]","[0.3, 1.0, 0.9]",Continuous Activity,Constant Typing Speed ###,Precise Placement
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1280x720,Windows 11,es-ES,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+3,10.0.x.x,50 Mbps,Not Detected,Occasional Pauses,"[0.7, 1.9, 1.2]",Varies Depending on Content $$$,Varied Pressure Levels,"[2.8, 2.5, 3.6]","[11.3, 31.7, 18.6]",Pause After Action,Varied Typing Speed,Hesitant
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,2560x1440,iOS ???,en-GB,"Intel Core i9, NVIDIA RTX 3070",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,10.0.x.x,50 Mbps,Not Detected,"Smooth, Curved Movements","[2.8, 2.5, 2.9]",Multiple Scrolls,Slightly Hard Press,"[1.8, 4.2, 1.0]","[26.0, 26.4, 28.3]",Bursts of Activity,Natural Pauses,Jittery Movements
Bot,Java/1.8.0_281,300x300,Unknown Unix,fr-FR,Unknown,Repeated,Basic Plugins,,Spoofed,Spoofed IP,High Speed,,Linear Movements,"[0.5, 0.5, 0.5]",,Emulated Pressure,"[0.4, 0.4, 0.4]","[0.1, 1.0, 0.8]",No Breaks,Perfect Rhythm,Snaps to Target
Bot,HeadlessChrome/88.0.4324.96,640x480,Unknown Unix ???,de-DE,Generic CPU/GPU,Repeated,,Same Hash,No Timezone Info,IPv6 Tunnel,Unrealistic Speed,Detected,Linear Movements,"[0.6, 0.5, 0.4]",Instant Scroll,Constant Pressure,,"[0.3, 0.4, 0.5]",No Breaks,No Errors,Snaps to Target
Bot,Python-urllib/3.9,9999x9999,Linux,,Emulated GPU,Repeated,Emulated Flash,Same Hash,No Timezone Info,IPv6 Tunnel,High Speed,Detected ???,No Movement $$$,"[0.5, 0.5, 0.6]",Instant Scroll,Cosntant Pressure,"[0.4, 0.4, 0.3]","[0.8, 0.3, 0.9]",Continuous Activity,Constant Typing Speed,Precise Placement
Bot,HeadlessChrome/88.0.4324.96,300x300,Linux,fr-FR,Unknown,Repeated,,Same Hash,UTC+0,Proxy/VPN IP,High Speed,Detected,Predictable Paths,"[0.4, 0.5, 0.5]",Jump to Bottom,Same Pressure,"[0.3, 0.5, 0.3]","[0.5, 0.3, 0.9]",Timed Triggers,Perfect Rhythm,No Jitter
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,Windows 11,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC+8,172.16.x.x,20 Mbps,Not Detected,Hovering,"[2.8, 1.0, 1.0]",Multiple Scrolls,Slightly Hard Press,"[4.2, 2.5, 1.8]","[57.0, 46.1, 18.4]",Pause After Action,Varied Typing Speed,Jittery Movements
Bot,HeadlessChrome/88.0.43249.6,640x480,Headless Chrome,fr-FR,Generic CPU/GPU,Repeated,Emulated Flash,Same Hash,No Timezone Info,IPv6 Tunnel,High Speed,Detected,Linear Movements,"[0.6, 0.4, 0.5]",No Scroll,Emulated Pressure,"[0.5, 0.3, 0.4]","[0.2, 0.9, 0.2]",No Breaks,No Errors,Snaps to Target
Bot,Python-urllib/3.9,800x600,Custom OS ###,en-GB,Unknown,Repeated,No Plugins Detected,Same Hash,Randomized,Proxy/VPN IP,Burst Mode,,Too Precise,"[0.6, 0.5, 0.5]",Instant Scroll,,"[0.5, 0.5, 0.3]","[0.4, 0.8, 0.6] ???",No Breaks,Perfect Rhythm,Snaps to Target
Bot,HeadlessChrome/88.0.4324.96,1280x800,Headless Chrome,en-GB,,Repeatde,Basic Plugins,Same Hash,Randomized,Proxy/VPN IP,Low Latency Bot,Detected,Too Precise,"[0.5, 0.6, 0.6]",No Scroll,Same Pressure,"[0.3, 0.5, 0.4]","[0.7, 0.4, 0.2]",No Breaks,Constant Typing Speed,Precise Placement
Human,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,1440x900,,de-DE,"Apple M1, Integrated GPU",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+3,10.0.x.x,50 Mbps,Not Detected,Erratic,"[1.6,0 .7, 0.6] $$$",Partial Scroll,Light Tap,"[2.2, 2.5, 3.4]","[24.6, 48.8, 39.8]",Periodic Inactivity,Natural Pauses,Small Adjustments
Bot,Googlebot/2.1 (+http://www.google.com/bot.html) ###,9999x9999,Unknown Unix,es-ES,No GPU Info,Repeated,No Plugins Detected,Same Hash,Randomized,Datacenter IP,Unrealistic Speed,Detected,Too Precise,"[0.5, 0.5, 0.5]",Full Scroll Immediately,No Touch Data,"[0.1, 0.4, 0.2]","[0.5, 0.3, 1.0]",No Breaks,Constant Typing Speed,Precise Placement
Bot,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1366x768,Windows 11,en-GB,"Intel Core i5, Intel Iris Xe",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+1,192.168.x.x,75 Mbps,Not Detected,Hovering,"[2.6, 3.0, 2.3]",Varies Depending on Content,Varied Pressure Levels,"[4.7, 5.0, 1.1]","[57.2, 32.2, 27.7]",Pause After Action,Natural Pauses,Jittery Movements
Human,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15 ???,1920x1080,,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC-5,10.0.x.x,75 Mbps,Not Detected,Hovering,"[2.0, 2.8, 1.6]",Partial Scroll,Natural Touch,"[1.4, 2.4, 4.2]","[15.3, 50.2, 22.0]",Pause After Action,Natural Pauses,
Bot,HeadlessChrome/88.0.4324.96,640x480,Linux,de-DE,Virtual CPU,Repeated,Basic Plugins,,N oTimezone Info,Spoofed IP,nUrealistic Speed,Detected,Too Precise,"[0.5, 0.6, 0.4]",Jump to Bottom,No Touch Data,"[0.3, 0.3, 0.4]","[0.1, 0.4, 0.5]",Timed Triggers,Perfect Rhythm,Snaps to Target
Human,Mozilla/5.0 (Linux; Android 10) Chrome/90.0.4430.210 Mobile Safari/537.36,1920x1080,macOS,es-ES,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Flash, PDF Viewer, Widevine CDM",Unique Hash,UTC-7,192.168.x.x,50 Mbps,,Erratic,"[1.4, 2.1, 2.7]",Multiple Scrolls,Light Tap,"[1.8, 4.7, 1.7]","[50.5, 46.0, 42.6]",Periodic Inactivity,Varied Typing Speed,Jittery Movements
Bot,Scrapy/2.4.1 (+https://scrapy.org),640x480,Custom OS,en-US,Emulated GPU,Repeated,,Same Hash,Randomized,Spoofed IP,Burst Mode,Detected,Linear Movements,"[0.5, 0.5, 0.4]",No Scroll,No Touch Data,"[0.5, 0.2, 0.3]","[0.23, 0.78, 0.49]",No Breaks,Constant Typing Speed,
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1600x900,iOS,en-GB,"AMD Ryzen 5, AMD Radeon RX 5700 XT",,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC-7,192.168.x.x,,,Hovering,"[2.8, 0.7, 1.0]",Partial Scroll,Slightly Hard Press,"[3.1, 2.7, 4.4] $$$","[26.7, 58.2, 11.5]",Periodic Inactivity,Natural Pauses,Small Adjusmtents
Human,,1280x720,Windows 11,en-US,"Intel Core i9, NVIDIA RTX 3070",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC+1,192.168.x.x,50 Mbps,Not Detected,Occasional Pauses,"[2.8, 0.9, 2.3]",Partial Scroll,Light Tap,"[1.9, 4.0, 3.2]","[54.9, 43.2, 47.3]",Pause After Action,Natural Pauses,Small Adjustments
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1600x900,iOS,de-DE,"Apple M1, Integrated GPU",Unique,"PDF Viewer, Shockwave Flash",Unique Hash,UTC+1,10.0.x.x,100 Mbps,Not Detected,Occasional Pauses,"[0.5, 1.7, 2.3]",Slow Scroll,Natural Touch,"[4.8, 3.3, 3.0]","[12.2, 38.0, 46.6]",Pause After Action,Natural Pauses,Hover Flickers
Bot,HeadlessChrome/88.0.4324.96,9999x9999,Unknown,en-GB,Emulated GPU,Repaeted,Basic lPugins,Same Hash,Randomized,IPv6 Tunnle,High Speed,Detected,Linear Movements,"[0.5, 0.5, 0.5]",Jump to Bottom,Same Pressure,"[0.1, 0.5, 0.2]","[0.8, 0.3, 0.6]",Continuous Activity,Perfect Rhythm,Snaps to Target
Bot,Scrapy/2.4.1 (+https://scrapy.org),9999x9999,Unknown Unix,en-GB,No GPU Info,Repeated,,Same Hash,No Timezone Info,,Burst Mode,Detected,Too Precise,"[0.5, 0.5, 0.5]",Jump to Bottom,Cosntant Pressure,"[0.3, 0.3, 0.3]","[0.9, 0.7, 0.8]",No Breaks,Perfect Rhythm,Snaps to Target
Bot,Java/1.8.0_281,1280x800,Unknown,e-sES,Virtual CPU,Repeated,Basic Plugins,Same Hash,UTC+0,Proxy/VPN IP,Low Latency Bot,Detected,,"[0.4, 0.6, 0.4]",No Scroll,Constant Pressure,"[0.3, 0.4, 0.1]","[1.0, 0.9, 0.2]",Timed Triggers,Perfect Rhythm,Precise Placement
Bot,Googlebot/2.1 (+http://www.google.com/bot.html),800x600,Headless Chrome,fr-FR,Generic CPU/GPU,Repeated,Basic Plugins,Same Hsah,UTC+0,Spoofed IP,Burst Mode,Detected,,"[0.4, 0.4 ,0.5]",Full Scroll Immediately,Constant Pressure,"[0.4, 0.2, 0.3]","[0.8, 0.2, 0.4]",Continuous Activity,No Errors,No Jitter
Human,Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) Safari/604.1,1170x2532,Linux,de-DE,"Intel Core i7, NVIDIA GeForce GTX 1660",Unique,"Java Applet Plugin, PDF Viewer",Unique Hash,UTC-5,192.168.x.x,75 Mbps,Not Detected,"Smooth, Curved Movements","[1.4, 2.2, 2.9]",Partial Scroll,Natural Touch,"[2.2, 3.3, 3.8]","[50.6, 56.7, 27.0]",Periodic Inactivity,Occasional Errors,Small Adjustments
Human,,,Windows 10,es-ES,"AMD Ryzen 5, AMD Radeon RX 5700 XT",Unique,"WebGL Plugin, DRM Plugin",Unique Hash,UTC+1,192.168.x.x,50 Mbps,,Hovering,"[1.7, 1.0, 1.6]",Multiple Scrolls,Varied Pressure Levels,"[2.7, 2.0, 2.6]","[20.1, 41.2, 21.5]",Pause After Action,Varied Typing Speed,Jittery Movements
